"autoNo","No","開催日","開催地","レースNo","レース名","距離","発走時刻","天候","馬場","着順","枠","馬番","馬名","性齢","gender","age","斤量","騎手","タイム","着差","人気","単勝オッズ","後3F","コーナー通過順","厩舎","馬体重(増減)","url"
"1","1","2025年8月2日","新潟","1R","3歳以上障害未勝利","障2850m (芝 外-内)","09:45","晴","良","1","8","14","ロードプレイヤー","牡5","牡","5","57.0","▲坂口","3:02.8","","2.0","4.8","12.8","6-3-2-2","美浦尾形","454(-2)","https://race.netkeiba.com/race/result.html?race_id=202504020301&rf=race_list"
"2","2","2025年8月2日","新潟","1R","3歳以上障害未勝利","障2850m (芝 外-内)","09:45","晴","良","2","7","11","ホウオウエクレール","牡8","牡","8","60.0","小牧加","3:03.6","5","1.0","2.0","12.9","1-1-1-1","栗東宮","518(+8)","https://race.netkeiba.com/race/result.html?race_id=202504020301&rf=race_list"
"3","3","2025年8月2日","新潟","1R","3歳以上障害未勝利","障2850m (芝 外-内)","09:45","晴","良","3","4","6","ヴラディア","牡6","牡","6","60.0","上野","3:04.5","5","5.0","10.5","12.9","4-3-6-4","美浦小西","480(-12)","https://race.netkeiba.com/race/result.html?race_id=202504020301&rf=race_list"
"4","4","2025年8月2日","新潟","1R","3歳以上障害未勝利","障2850m (芝 外-内)","09:45","晴","良","4","6","9","アメリカンピース","セ7","セ","7","60.0","小坂","3:04.5","クビ","3.0","5.5","12.9","5-6-4-4","栗東東田","458(+2)","https://race.netkeiba.com/race/result.html?race_id=202504020301&rf=race_list"
"5","5","2025年8月2日","新潟","1R","3歳以上障害未勝利","障2850m (芝 外-内)","09:45","晴","良","5","4","5","マグナレガリア","牡4","牡","4","60.0","五十嵐","3:05.1","3.1/2","4.0","8.3","13.0","3-3-3-3","美浦相沢","484(0)","https://race.netkeiba.com/race/result.html?race_id=202504020301&rf=race_list"
"6","6","2025年8月2日","新潟","1R","3歳以上障害未勝利","障2850m (芝 外-内)","09:45","晴","良","6","3","4","ダノンロッキー","牡4","牡","4","60.0","大江圭","3:05.9","5","6.0","20.7","13.0","8-8-9-8","美浦萩原","496(-4)","https://race.netkeiba.com/race/result.html?race_id=202504020301&rf=race_list"
"7","7","2025年8月2日","新潟","1R","3歳以上障害未勝利","障2850m (芝 外-内)","09:45","晴","良","7","5","7","コスモゴレアドール","牡6","牡","6","57.0","▲土田","3:06.2","1.1/2","8.0","44.3","13.1","9-8-7-6","美浦土田","434(-4)","https://race.netkeiba.com/race/result.html?race_id=202504020301&rf=race_list"
"8","8","2025年8月2日","新潟","1R","3歳以上障害未勝利","障2850m (芝 外-内)","09:45","晴","良","8","7","12","オーバーザドリーム","牡5","牡","5","60.0","小野寺","3:07.2","6","11.0","95.6","13.1","6-7-7-8","栗東清水久","474(+8)","https://race.netkeiba.com/race/result.html?race_id=202504020301&rf=race_list"
"9","9","2025年8月2日","新潟","1R","3歳以上障害未勝利","障2850m (芝 外-内)","09:45","晴","良","9","3","3","ボルタドマール","セ6","セ","6","60.0","伴","3:08.4","7","10.0","68.7","13.2","2-2-4-6","美浦黒岩","510(-8)","https://race.netkeiba.com/race/result.html?race_id=202504020301&rf=race_list"
"10","10","2025年8月2日","新潟","1R","3歳以上障害未勝利","障2850m (芝 外-内)","09:45","晴","良","10","1","1","ブライテストドーン","セ5","セ","5","60.0","草野","3:08.5","クビ","12.0","104.8","13.2","10-10-10-10","美浦田島","520(+8)","https://race.netkeiba.com/race/result.html?race_id=202504020301&rf=race_list"
"11","11","2025年8月2日","新潟","1R","3歳以上障害未勝利","障2850m (芝 外-内)","09:45","晴","良","11","5","8","リーゼントジャンボ","牡7","牡","7","57.0","▲水沼","3:11.1","大","13.0","133.3","13.4","11-11-11-11","美浦小手川","540(+24)","https://race.netkeiba.com/race/result.html?race_id=202504020301&rf=race_list"
"12","12","2025年8月2日","新潟","1R","3歳以上障害未勝利","障2850m (芝 外-内)","09:45","晴","良","12","6","10","コガクボウ","セ3","セ","3","58.0","難波","3:11.5","2.1/2","14.0","317.9","13.4","12-12-11-11","美浦金成","464(-8)","https://race.netkeiba.com/race/result.html?race_id=202504020301&rf=race_list"
"13","13","2025年8月2日","新潟","1R","3歳以上障害未勝利","障2850m (芝 外-内)","09:45","晴","良","13","8","13","ザロック","セ4","セ","4","60.0","石神深","3:13.0","9","7.0","30.0","13.5","14-14-14-13","美浦武井","470(-2)","https://race.netkeiba.com/race/result.html?race_id=202504020301&rf=race_list"
"14","14","2025年8月2日","新潟","1R","3歳以上障害未勝利","障2850m (芝 外-内)","09:45","晴","良","14","2","2","シュガーコルト","セ6","セ","6","60.0","高田","3:14.4","9","9.0","57.6","13.6","13-13-13-13","栗東宮地","512(+6)","https://race.netkeiba.com/race/result.html?race_id=202504020301&rf=race_list"
"15","1","2025年8月2日","新潟","2R","3歳未勝利","ダ1800m (左)","10:20","晴","良","1","6","11","レッドシュトラール","牡3","牡","3","57.0","丸山","1:55.2","","4.0","6.0","38.6","5-5-4-5","美浦宮田","484(+4)","https://race.netkeiba.com/race/result.html?race_id=202504020302&rf=race_list"
"16","2","2025年8月2日","新潟","2R","3歳未勝利","ダ1800m (左)","10:20","晴","良","2","7","13","センジュコスモス","牝3","牝","3","55.0","内田博","1:55.5","2","5.0","8.3","39.1","2-2-3-3","美浦南田","456(-2)","https://race.netkeiba.com/race/result.html?race_id=202504020302&rf=race_list"
"17","3","2025年8月2日","新潟","2R","3歳未勝利","ダ1800m (左)","10:20","晴","良","3","3","5","アバレリュウ","牡3","牡","3","57.0","野中","1:55.5","アタマ","1.0","3.3","38.3","10-10-11-12","美浦鈴木慎","490(-4)","https://race.netkeiba.com/race/result.html?race_id=202504020302&rf=race_list"
"18","4","2025年8月2日","新潟","2R","3歳未勝利","ダ1800m (左)","10:20","晴","良","4","4","6","ヴァルトバーデン","牡3","牡","3","57.0","江田照","1:56.0","3","11.0","62.1","40.0","1-1-1-1","美浦嘉藤","474(-4)","https://race.netkeiba.com/race/result.html?race_id=202504020302&rf=race_list"
"19","5","2025年8月2日","新潟","2R","3歳未勝利","ダ1800m (左)","10:20","晴","良","5","2","2","ザタイムズ","牝3","牝","3","55.0","大野","1:56.2","1.1/4","7.0","21.9","39.3","11-10-7-8","美浦萩原","448(0)","https://race.netkeiba.com/race/result.html?race_id=202504020302&rf=race_list"
"20","6","2025年8月2日","新潟","2R","3歳未勝利","ダ1800m (左)","10:20","晴","良","6","7","12","フラッシュタイム","牡3","牡","3","57.0","菊沢","1:56.3","3/4","14.0","89.4","39.5","7-7-7-8","美浦佐藤吉","516(0)","https://race.netkeiba.com/race/result.html?race_id=202504020302&rf=race_list"
"21","7","2025年8月2日","新潟","2R","3歳未勝利","ダ1800m (左)","10:20","晴","良","7","2","3","レベチアミーゴ","牡3","牡","3","54.0","▲遠藤","1:56.4","クビ","12.0","87.0","39.0","13-12-12-10","美浦千葉","488(-10)","https://race.netkeiba.com/race/result.html?race_id=202504020302&rf=race_list"
"22","8","2025年8月2日","新潟","2R","3歳未勝利","ダ1800m (左)","10:20","晴","良","8","5","8","ミッキーサンズ","牡3","牡","3","57.0","原","1:56.7","2","13.0","88.8","39.1","12-12-13-13","美浦萩原","470(+4)","https://race.netkeiba.com/race/result.html?race_id=202504020302&rf=race_list"
"23","9","2025年8月2日","新潟","2R","3歳未勝利","ダ1800m (左)","10:20","晴","良","9","1","1","サクラコーラル","牡3","牡","3","57.0","吉田豊","1:56.9","1.1/4","15.0","153.1","40.1","8-7-7-5","美浦尾関","470(+2)","https://race.netkeiba.com/race/result.html?race_id=202504020302&rf=race_list"
"24","10","2025年8月2日","新潟","2R","3歳未勝利","ダ1800m (左)","10:20","晴","良","10","3","4","トンヤイビーン","牡3","牡","3","54.0","▲石田","1:57.3","2.1/2","8.0","21.9","40.8","2-2-4-4","美浦辻","498(+2)","https://race.netkeiba.com/race/result.html?race_id=202504020302&rf=race_list"
"25","11","2025年8月2日","新潟","2R","3歳未勝利","ダ1800m (左)","10:20","晴","良","11","4","7","ファリードゥーン","牡3","牡","3","57.0","菅原明","1:57.4","クビ","2.0","4.3","39.0","15-15-15-15","美浦高木","518(0)","https://race.netkeiba.com/race/result.html?race_id=202504020302&rf=race_list"
"26","12","2025年8月2日","新潟","2R","3歳未勝利","ダ1800m (左)","10:20","晴","良","12","8","15","オンザバサラ","牡3","牡","3","57.0","杉原","1:57.5","1","10.0","51.3","40.5","8-9-10-10","美浦大和田","472(0)","https://race.netkeiba.com/race/result.html?race_id=202504020302&rf=race_list"
"27","13","2025年8月2日","新潟","2R","3歳未勝利","ダ1800m (左)","10:20","晴","良","13","6","10","トキノカンピオーネ","牡3","牡","3","57.0","戸崎圭","1:57.8","1.1/2","3.0","5.7","40.0","13-14-14-14","美浦矢野","488(0)","https://race.netkeiba.com/race/result.html?race_id=202504020302&rf=race_list"
"28","14","2025年8月2日","新潟","2R","3歳未勝利","ダ1800m (左)","10:20","晴","良","14","8","14","グールマン","牡3","牡","3","57.0","石橋脩","1:59.1","8","9.0","25.6","42.5","5-5-4-5","美浦池上","524(-14)","https://race.netkeiba.com/race/result.html?race_id=202504020302&rf=race_list"
"29","15","2025年8月2日","新潟","2R","3歳未勝利","ダ1800m (左)","10:20","晴","良","15","5","9","ガルガファルム","牡3","牡","3","57.0","三浦","2:00.9","大","6.0","16.4","44.7","2-2-2-2","美浦稲垣","520(-12)","https://race.netkeiba.com/race/result.html?race_id=202504020302&rf=race_list"
"30","1","2025年8月2日","新潟","3R","2歳未勝利","芝1000m (直線A)","10:50","晴","良","1","4","4","プリティーミズホ","牝2","牝","2","55.0","三浦","0:55.2","","5.0","11.5","32.8","1","美浦菊川","458(-6)","https://race.netkeiba.com/race/result.html?race_id=202504020303&rf=race_list"
"31","2","2025年8月2日","新潟","3R","2歳未勝利","芝1000m (直線A)","10:50","晴","良","2","8","12","エレクトロン","牡2","牡","2","55.0","杉原","0:55.8","4","7.0","12.9","33.0","6","美浦佐藤吉","418(-4)","https://race.netkeiba.com/race/result.html?race_id=202504020303&rf=race_list"
"32","3","2025年8月2日","新潟","3R","2歳未勝利","芝1000m (直線A)","10:50","晴","良","3","6","7","ミルトハッピー","牡2","牡","2","55.0","菊沢","0:56.4","3.1/2","4.0","9.7","33.8","3","美浦武市","468(-12)","https://race.netkeiba.com/race/result.html?race_id=202504020303&rf=race_list"
"33","4","2025年8月2日","新潟","3R","2歳未勝利","芝1000m (直線A)","10:50","晴","良","4","8","11","ミスエベレスト","牝2","牝","2","53.0","◇今村","0:56.6","1.1/2","3.0","9.2","33.6","8","美浦伊坂","406(+2)","https://race.netkeiba.com/race/result.html?race_id=202504020303&rf=race_list"
"34","5","2025年8月2日","新潟","3R","2歳未勝利","芝1000m (直線A)","10:50","晴","良","5","5","5","シンデレラリバティ","牝2","牝","2","55.0","岩部","0:56.6","ハナ","8.0","26.1","33.6","8","美浦蛯名利","410(-10)","https://race.netkeiba.com/race/result.html?race_id=202504020303&rf=race_list"
"35","6","2025年8月2日","新潟","3R","2歳未勝利","芝1000m (直線A)","10:50","晴","良","6","7","10","メーテルリンク","牝2","牝","2","52.0","▲石神道","0:56.7","クビ","2.0","3.5","34.1","3","美浦深山","416(+4)","https://race.netkeiba.com/race/result.html?race_id=202504020303&rf=race_list"
"36","7","2025年8月2日","新潟","3R","2歳未勝利","芝1000m (直線A)","10:50","晴","良","7","1","1","シーキングザバース","牝2","牝","2","52.0","▲遠藤","0:56.7","ハナ","9.0","32.8","33.9","6","美浦村田","432(-2)","https://race.netkeiba.com/race/result.html?race_id=202504020303&rf=race_list"
"37","8","2025年8月2日","新潟","3R","2歳未勝利","芝1000m (直線A)","10:50","晴","良","8","5","6","イイクニパッション","牡2","牡","2","55.0","内田博","0:56.7","ハナ","1.0","2.3","34.2","2","美浦深山","484(-4)","https://race.netkeiba.com/race/result.html?race_id=202504020303&rf=race_list"
"38","9","2025年8月2日","新潟","3R","2歳未勝利","芝1000m (直線A)","10:50","晴","良","9","3","3","フレンドモナコ","牡2","牡","2","52.0","▲佐藤","0:56.7","ハナ","6.0","12.8","34.0","5","美浦南田","420(-2)","https://race.netkeiba.com/race/result.html?race_id=202504020303&rf=race_list"
"39","10","2025年8月2日","新潟","3R","2歳未勝利","芝1000m (直線A)","10:50","晴","良","10","7","9","メープルタフィー","牝2","牝","2","52.0","▲水沼","0:56.9","1","10.0","110.1","33.0","11","美浦佐藤吉","402(+2)","https://race.netkeiba.com/race/result.html?race_id=202504020303&rf=race_list"
"40","11","2025年8月2日","新潟","3R","2歳未勝利","芝1000m (直線A)","10:50","晴","良","11","2","2","マイントップスター","牡2","牡","2","52.0","▲石田","0:57.1","1.1/4","11.0","244.4","33.3","10","美浦的場","408(+2)","https://race.netkeiba.com/race/result.html?race_id=202504020303&rf=race_list"
"41","12","2025年8月2日","新潟","3R","2歳未勝利","芝1000m (直線A)","10:50","晴","良","12","6","8","トコトコリズム","牝2","牝","2","55.0","柴田大","0:58.9","大","12.0","274.5","34.5","12","美浦粕谷","386(+2)","https://race.netkeiba.com/race/result.html?race_id=202504020303&rf=race_list"
"42","1","2025年8月2日","新潟","4R","2歳新馬","芝1800m (左 外A)","11:20","晴","良","1","4","5","アートバーゼル","牝2","牝","2","55.0","戸崎圭","1:47.8","","3.0","4.6","33.0","4-4","美浦宮田","458(0)","https://race.netkeiba.com/race/result.html?race_id=202504020304&rf=race_list"
