"autoNo","No","開催日","開催地","レースNo","レース名","距離","発走時刻","天候","馬場","着順","枠","馬番","馬名","性齢","gender","age","斤量","騎手","タイム","着差","人気","単勝オッズ","後3F","コーナー通過順","厩舎","馬体重(増減)","url"
"1","1","2025年5月10日","東京","1R","3歳未勝利","ダ1300m (左)","10:15","小雨","重","1","3","5","ハーモニーソング","牝3","牝","3","55.0","戸崎圭","1:17.2","","1.0","1.2","35.4","2-2","美浦田島","452(-4)","https://race.netkeiba.com/race/result.html?race_id=202505020501&rf=race_list"
"2","2","2025年5月10日","東京","1R","3歳未勝利","ダ1300m (左)","10:15","小雨","重","2","1","2","シルフレイ","牝3","牝","3","55.0","横山武","1:17.2","ハナ","3.0","12.3","35.1","4-3","美浦千葉","426(+4)","https://race.netkeiba.com/race/result.html?race_id=202505020501&rf=race_list"
"3","3","2025年5月10日","東京","1R","3歳未勝利","ダ1300m (左)","10:15","小雨","重","3","3","6","ショウナンラリー","牡3","牡","3","57.0","吉田豊","1:17.6","2.1/2","2.0","5.4","35.9","1-1","美浦嘉藤","480(-2)","https://race.netkeiba.com/race/result.html?race_id=202505020501&rf=race_list"
"4","4","2025年5月10日","東京","1R","3歳未勝利","ダ1300m (左)","10:15","小雨","重","4","4","7","ベルレオーネ","牡3","牡","3","57.0","石川","1:18.1","3","4.0","24.6","34.7","14-14","美浦天間","462(+2)","https://race.netkeiba.com/race/result.html?race_id=202505020501&rf=race_list"
"5","5","2025年5月10日","東京","1R","3歳未勝利","ダ1300m (左)","10:15","小雨","重","5","4","8","グルーヴィーオン","牝3","牝","3","55.0","原","1:18.3","1.1/2","6.0","36.9","36.3","2-3","美浦小手川","472(+6)","https://race.netkeiba.com/race/result.html?race_id=202505020501&rf=race_list"
"6","6","2025年5月10日","東京","1R","3歳未勝利","ダ1300m (左)","10:15","小雨","重","6","2","3","フルグライト","牡3","牡","3","57.0","松岡","1:18.5","1.1/4","5.0","33.5","35.5","14-11","美浦堀内","470(+4)","https://race.netkeiba.com/race/result.html?race_id=202505020501&rf=race_list"
"7","7","2025年5月10日","東京","1R","3歳未勝利","ダ1300m (左)","10:15","小雨","重","7","6","12","オンサイト","牡3","牡","3","57.0","小林凌","1:18.7","1.1/4","9.0","172.5","36.6","4-3","美浦小西","468(0)","https://race.netkeiba.com/race/result.html?race_id=202505020501&rf=race_list"
"8","8","2025年5月10日","東京","1R","3歳未勝利","ダ1300m (左)","10:15","小雨","重","8","6","11","ソラムパレード","牡3","牡","3","57.0","ディー","1:19.1","2.1/2","11.0","270.8","36.7","7-7","美浦久保田","476(0)","https://race.netkeiba.com/race/result.html?race_id=202505020501&rf=race_list"
"9","9","2025年5月10日","東京","1R","3歳未勝利","ダ1300m (左)","10:15","小雨","重","9","5","10","サンパギータチャン","牝3","牝","3","52.0","▲柴田裕","1:19.3","3/4","14.0","363.1","36.2","10-12","美浦杉浦","396(+8)","https://race.netkeiba.com/race/result.html?race_id=202505020501&rf=race_list"
"10","10","2025年5月10日","東京","1R","3歳未勝利","ダ1300m (左)","10:15","小雨","重","10","7","13","ペイシャケリー","牝3","牝","3","55.0","木幡初","1:19.3","クビ","10.0","172.6","36.0","12-14","美浦本間","442(+2)","https://race.netkeiba.com/race/result.html?race_id=202505020501&rf=race_list"
